present_time MissedSells MissedSells_rate
6.099000 56 9.18219
6.101000 56 9.18219
6.107000 56 9.18219
6.111000 56 9.18219
6.117000 57 9.31995
6.120298 57 9.31995
6.121000 57 9.31995
6.129000 57 9.31995
6.130298 57 9.31995
6.131000 58 9.4612
6.139000 58 9.4612
6.141000 58 9.4612
6.151000 58 9.4612
6.161000 58 9.4612
6.169000 58 9.4612
6.170000 58 9.4612
6.171000 58 9.4612
6.179000 59 9.54954
6.180000 59 9.54954
6.181000 59 9.54954
6.187000 59 9.54954
6.191000 59 9.54954
6.197000 59 9.54954
6.201000 59 9.54954
6.209000 59 9.54954
6.211000 59 9.54954
6.217789 60 9.65021
6.219000 60 9.65021
6.220000 60 9.65021
6.221000 60 9.65021
6.222581 60 9.65021
6.223000 60 9.65021
6.225000 60 9.65021
6.229000 60 9.65021
6.230000 61 9.79281
6.231000 61 9.79281
6.232581 61 9.79281
6.233000 61 9.79281
6.235000 62 9.94685
6.240000 62 9.94685
6.240423 62 9.94685
6.241000 62 9.94685
6.250000 62 9.94685
6.250423 62 9.94685
6.251000 62 9.94685
6.261000 62 9.94685
6.267000 62 9.94685
6.271000 62 9.94685
6.277000 62 9.94685
6.281000 62 9.94685
6.290079 62 9.94685
6.291000 62 9.94685
6.300079 62 9.94685
6.301000 62 9.94685
6.309000 62 9.94685
6.311000 62 9.94685
6.315000 62 9.94685
6.319000 62 9.94685
6.321000 62 9.94685
6.323000 62 9.94685
6.325000 63 9.96238
6.329000 63 9.96238
6.331000 63 9.96238
6.333000 64 10.1077
6.339000 64 10.1077
6.341000 64 10.1077
6.343000 64 10.1077
6.349000 64 10.1077
6.351000 64 10.1077
6.353000 65 10.234
6.359000 65 10.234
6.361000 65 10.234
6.371000 65 10.234
6.381000 65 10.234
6.385000 65 10.234
6.391000 65 10.234
6.395000 65 10.234
6.399000 65 10.234
6.401000 65 10.234
6.405000 65 10.234
6.407000 65 10.234
6.409000 66 10.3007
6.411000 66 10.3007
6.413000 66 10.3007
6.415000 66 10.3007
6.417000 66 10.3007
6.421000 66 10.3007
6.423000 67 10.4332
6.429000 67 10.4332
6.431000 67 10.4332
6.439000 67 10.4332
6.441000 67 10.4332
6.451000 67 10.4332
6.461000 67 10.4332
6.470000 67 10.4332
6.471000 67 10.4332
6.475000 67 10.4332
6.481000 67 10.4332
6.485000 68 10.4878
6.487000 68 10.4878
6.491000 68 10.4878
6.501000 68 10.4878
6.505000 68 10.4878
6.511000 68 10.4878
6.515000 68 10.4878
6.519000 68 10.4878
6.521000 68 10.4878
6.531000 68 10.4878
6.537000 68 10.4878
6.541000 68 10.4878
6.547000 68 10.4878
6.550000 68 10.4878
6.551000 68 10.4878
6.560000 69 10.5196
6.561000 69 10.5196
6.562942 69 10.5196
6.563000 69 10.5196
6.567000 69 10.5196
6.571000 69 10.5196
6.572942 69 10.5196
6.573000 70 10.6497
6.577000 71 10.7954
6.580000 71 10.7954
6.581000 71 10.7954
6.591000 71 10.7954
6.601000 71 10.7954
6.611000 71 10.7954
6.621000 71 10.7954
6.631000 71 10.7954
6.633000 71 10.7954
6.641000 71 10.7954
6.649000 71 10.7954
6.651000 71 10.7954
6.655000 71 10.7954
6.659000 72 10.8144
6.661000 72 10.8144
6.665000 73 10.956
6.671000 73 10.956
6.681000 73 10.956
6.685000 73 10.956
6.691000 73 10.956
6.693000 73 10.956
6.695000 73 10.956
6.701000 73 10.956
6.702232 74 11.0422
6.703000 74 11.0422
6.709000 74 11.0422
6.711000 74 11.0422
6.713000 75 11.1736
6.717000 75 11.1736
6.717823 75 11.1736
